Destination Name,Category,Region,Price,Rating,Reviews,Latitude,Longitude,Description,Tags,Location,Best Time to Visit,Image URL
National Museum - Fort Pilar - Zamboanga City,Historical,Region IX - Zamboanga Peninsula,8000,4.6,25,7.7863771,122.0514108,This museum preserves the region's history within a historic Spanish fort.,"museum, history, fort, culture, exhibits","Zamboanga City, Zamboanga del Sur",Mid-September,
Nido Falls,Waterfalls,Region IX - Zamboanga Peninsula,8000,4.6,16,7.8141252,122.0619786,"Nido Falls is a scenic cascade, ideal for swimming and relaxation.","waterfall, cascade, swimming, scenic, nature","Barangay Nido, Sibutad, Zamboanga del Norte",Late June,
Paseo del Mar,Tourist,Region IX - Zamboanga Peninsula,8000,4.3,"2,174",7.7849084,122.0529638,"Paseo del Mar is a lively waterfront park in Zamboanga City, perfect for sunset strolls and sampling local street food.","waterfront, promenade, sightseeing, marine, leisure","Zamboanga City, Zamboanga del Sur",Late January,
Pasonanca Park,Parks,Region IX - Zamboanga Peninsula,8000,4.6,35,7.7850851,122.1534015,"Pasonanca Park is a lush urban park with gardens, pools, and family-friendly amenities.","park, gardens, recreation, family, nature","Zamboanga City, Zamboanga del Sur",Late November,
Pasonanca Tree House,Tourist,Region IX - Zamboanga Peninsula,8000,4.3,101,7.7849084,122.0529638,The Pasonanca Tree House offers a whimsical overnight experience nestled among the trees in a city park.,"park, treehouse, family-friendly, nature, attraction","Pasonanca Park, Zamboanga City, Zamboanga del Sur",Mid-February,
Plaza Pershing,Landmarks,Region IX - Zamboanga Peninsula,8000,4.2,13,7.7850851,122.0828607,"Plaza Pershing is a historic plaza, often hosting community events and gatherings.","plaza, historic, public-space, events, landmark","Zamboanga City, Zamboanga del Sur",Mid-March,
Pugapo Cave,Caves,Region IX - Zamboanga Peninsula,8000,4.6,16,7.7989373,122.0846245,"Pugapo Cave is a mysterious cave, ideal for exploration and adventure.","cave, karst, spelunking, nature, exploration","Barangay Pugapo, Sibutad, Zamboanga del Norte",Late May,
Punto de Desembarco de Rizal en Dapitan,Historical,Region IX - Zamboanga Peninsula,8000,4.6,21,7.7863771,122.0514108,This landmark marks the historic arrival of Jose Rizal in Dapitan.,"historical, landing-site, monument, heritage, memorial","Dapitan City, Zamboanga del Norte",Early October,
Rizal Landing Site - Dapitan,Historical,Region IX - Zamboanga Peninsula,8000,4.5,448,7.7850851,122.1534015,The Rizal Landing Site commemorates the moment Rizal set foot in Mindanao.,"historical, landing-site, memorial, heritage, landmark","Dapitan City, Zamboanga del Norte",Early November,
Rizal Park,Parks,Region IX - Zamboanga Peninsula,8000,4.7,6,7.7850851,122.1534015,"Rizal Park in Zamboanga is a green oasis, ideal for relaxation and community events.","park, urban, heritage, recreation, gardens","Dapitan City, Zamboanga del Norte",Early December,
Rizal Park and Shrine Dapitan,Museums,Region IX - Zamboanga Peninsula,8000,4.2,133,7.7846911,122.0938105,This museum and park honor Rizal's legacy and life in Dapitan.,"museum, shrine, history, exhibits, heritage","Dapitan City, Zamboanga del Norte",Mid-January,
Rizal shrine,Historical,Region IX - Zamboanga Peninsula,8000,4.6,382,7.7850851,122.1534015,The Rizal Shrine in Dapitan honors the national hero's exile and contributions to Philippine history.,"shrine, historical, memorial, cultural, landmark","Dapitan City, Zamboanga del Norte",Mid-October,
Sacol Island,Islands,Region IX - Zamboanga Peninsula,8000,4.7,872,7.7847855,122.1509357,"Sacol Island is a tranquil escape, known for its clear waters and coral reefs.","island, coral, snorkeling, beach, scenic","Sacol Island, Zamboanga City, Zamboanga del Sur",First week of July,
Sacred Mountains,Mountains,Region IX - Zamboanga Peninsula,8000,N/A,N/A,6.9723918,120.8536094,"The Sacred Mountains are revered peaks, offering spiritual significance and scenic trekking routes.","mountain, sacred, pilgrimage, cultural, nature","Barangay Sacred, Sibutad, Zamboanga del Norte",Mid-April,
Sirumon Beach,Beaches,Region IX - Zamboanga Peninsula,8000,4.1,22,7.7863771,122.0514108,"Sirumon Beach is a laid-back destination, popular among locals for its relaxed vibe.","beach, sand, swimming, quiet, nature","Barangay Sirumon, Sibutad, Zamboanga del Norte",Mid-August,
Situbo Falls,Waterfalls,Region IX - Zamboanga Peninsula,8000,4.5,115,7.8141252,122.0619786,"Situbo Falls is a refreshing waterfall, surrounded by tropical foliage and natural pools.","waterfall, nature, hiking, scenic, swimming","Barangay Situbo, Sibutad, Zamboanga del Norte",Early June,
Sungkilaw Falls,Natural,Region IX - Zamboanga Peninsula,8000,4.7,7,7.7846911,122.0938105,"Sungkilaw Falls is a scenic waterfall, popular for its cool waters and lush surroundings.","waterfall, nature, hiking, scenic, swimming","Barangay Sungkilaw, Sibutad, Zamboanga del Norte",Late February,
Tamangan Beach,Beaches,Region IX - Zamboanga Peninsula,8000,4.6,25,7.8141252,122.0619786,"Tamangan Beach is a peaceful coastal retreat, ideal for unwinding and enjoying the sea breeze.","beach, sand, swimming, family-friendly, nature","Barangay Tamangan, Sibutad, Zamboanga del Norte",Late July,
Tamaraw Mountains,Mountains,Region IX - Zamboanga Peninsula,8000,N/A,N/A,6.9723918,120.8536094,Tamaraw Mountains are home to diverse wildlife and challenging trails for experienced trekkers.,"mountain, endemic-species, biodiversity, nature, trekking","Barangay Tamaraw, Sibutad, Zamboanga del Norte",Early May,
Vitali Island,Islands,Region IX - Zamboanga Peninsula,8000,4.3,244,7.7847855,122.1509357,Vitali Island features unspoiled beaches and scenic coastal views.,"island, diving, snorkeling, marine, beach","Vitali Island, Dapitan City, Zamboanga del Norte",Late July,
Welcome to Zamboanga Sibugay Arch,Historical,Region IX - Zamboanga Peninsula,8000,4.7,872,7.7850851,122.1534015,"This arch welcomes visitors to Zamboanga Sibugay, symbolizing local pride.","arch, gateway, landmark, sightseeing, civic","Ipil, Zamboanga Sibugay",Late October,
Wood Lake,Lakes,Region IX - Zamboanga Peninsula,8000,4.1,604,7.7847855,122.1509357,"Wood Lake is a peaceful retreat, perfect for fishing and nature walks.","lake, mangrove, biodiversity, nature, conservation","Barangay Wood, Sibutad, Zamboanga del Norte",Late August,
Yakan Village,Cultural,Region IX - Zamboanga Peninsula,8000,4.7,872,7.7850851,122.0828607,Yakan Village showcases the vibrant weaving traditions and culture of the Yakan people.,"cultural, village, crafts, heritage, tourism","Barangay Rio Hondo, Zamboanga City, Zamboanga del Sur",Late March,
Zamboanga City Hall,Landmarks,Region IX - Zamboanga Peninsula,8000,4.6,382,7.7850851,122.0828607,Zamboanga City Hall is an architectural landmark and center of local governance.,"landmark, city-hall, architecture, civic, heritage","Zamboanga City, Zamboanga del Sur",Early March,
Zamboanga Del Norte Provincial Museum,Museums,Region IX - Zamboanga Peninsula,8000,4.2,249,7.7846911,122.0938105,The provincial museum preserves local history and cultural heritage.,"museum, provincial, history, culture, exhibits","Dipolog City, Zamboanga del Norte",Late January,
Aga Khan Museum (University Museum),Museums,Region X - Northern Mindanao,10000,4.1,15,10.8181776,120.6727006,"Aga Khan Museum showcases Islamic art, history, and culture in Mindanao.","museum, university, culture, exhibits, education","Xavier University – Ateneo de Cagayan, Cagayan de Oro City, Misamis Oriental",Early May,
Alalum Falls,Tourist,Region X - Northern Mindanao,8000,4.4,182,8.3101171,124.1088559,"Alalum Falls is a majestic waterfall plunging into a lush ravine, offering a refreshing escape in Northern Mindanao.","waterfall, nature, scenic, hiking, swimming","Barangay Alalum, Gingoog City, Misamis Oriental",Late January,
Aloha Beach,Beaches,Region X - Northern Mindanao,8000,3.6,29,8.2366288,123.6265134,"Aloha Beach is a laid-back destination, perfect for unwinding by the shore.","beach, pristine, sand, swimming, relaxation","Barangay Aloha, Tagoloan, Misamis Oriental",Early October,
Baloi Lake,Lakes,Region X - Northern Mindanao,10000,4.5,448,8.6564259,122.1993775,"Baloi Lake is a quiet retreat, ideal for relaxation and nature appreciation.","lake, freshwater, nature, scenic, recreation","Baloi, Lanao del Norte",Late November,
Baylimango Beach,Beaches,Region X - Northern Mindanao,8000,5,3,8.6509127,122.8780105,"Baylimango Beach is a pristine stretch of sand, popular for swimming and sunbathing.","beach, sand, swimming, family-friendly, local","Barangay Baylimango, Talakag, Bukidnon",Early September,
Bluewater Cave,Caves,Region X - Northern Mindanao,10000,4.6,963,8.7581125,123.901377,Bluewater Cave is a spelunking destination with clear underground pools.,"cave, spelunking, nature, adventure, exploration","Barangay Bluewater, Talakag, Bukidnon",Mid-July,
Bolyok Falls,Tourist,Region X - Northern Mindanao,8000,5,12,8.3101171,124.1088559,"Bolyok Falls features cool, clear waters and a tranquil setting, ideal for swimming and relaxation.","waterfall, nature, swimming, scenic, hiking","Barangay Bolyok, Talakag, Bukidnon",Mid-March,
Butuan National Museum,Museums,Region X - Northern Mindanao,10000,4.3,"2,075",8.1393825,124.5490478,Butuan National Museum showcases archaeological finds and the rich history of Butuan.,"museum, history, culture, exhibits, heritage","Butuan City, Agusan del Norte",Early March,
Camarahan Ridge,Tourist,Region X - Northern Mindanao,8000,4.6,22,8.3101171,124.1088559,Camarahan Ridge offers panoramic views and is a favorite for hikers and nature photographers.,"ridge, hiking, viewpoint, nature, adventure","Barangay Camarahan, Cagayan de Oro City, Misamis Oriental",Late March,
City Museum of Cagayan de Oro and Heritage Studies Center,Museums,Region X - Northern Mindanao,10000,4.8,126,10.8181776,120.6727006,This museum preserves the city's history and cultural heritage.,"museum, local, history, heritage, exhibits","Cagayan de Oro City, Misamis Oriental",Early April,
CMU Museum,Museums,Region X - Northern Mindanao,10000,4.5,120,10.8181776,120.6727006,"CMU Museum features exhibits on local history, science, and culture.","museum, university, history, exhibits, education","Central Mindanao University, Musuan, Maramag, Bukidnon",Mid-April,
D' Bone Collector Museum,Museums,Region X - Northern Mindanao,10000,4.1,50,10.8181776,120.6727006,D' Bone Collector Museum displays an impressive collection of animal skeletons and educational exhibits.,"museum, natural-history, bones, exhibits, educational","Davao City, Davao del Sur",Late April,
Dahilayan Adventure Park,Parks,Region X - Northern Mindanao,8000,4.5,"1,582",8.1393825,124.5490478,"Dahilayan Adventure Park is an adrenaline-filled destination with zip lines, rides, and outdoor fun.","adventure-park, nature, recreation, family-friendly, activities","Dahilayan, Manolo Fortich, Bukidnon",Late December,
Dahilayan Forest and Adventure Park,Parks,Region X - Northern Mindanao,10000,4.6,963,8.1393825,124.5490478,This park combines adventure activities with scenic forest landscapes.,"adventure-park, nature, recreation, family-friendly, activities","Dahilayan, Manolo Fortich, Bukidnon (same as #14)",Early February,
Dahilayan Forest Park,Parks,Region X - Northern Mindanao,10000,4.6,"3,734",8.1393825,124.5490478,"Dahilayan Forest Park offers lush gardens, playgrounds, and nature trails for families.","forest-park, nature, recreation, family-friendly, adventure","Dahilayan, Manolo Fortich, Bukidnon (same as #14/15)",Late January,
F.S Catanico Falls,Landmarks,Region X - Northern Mindanao,10000,4.8,16,7.6026263,123.9288336,"F.S Catanico Falls is a picturesque waterfall, perfect for relaxation and photography.","waterfall, nature, scenic, hiking, swimming","Barangay Catanico, Gingoog City, Misamis Oriental",Late June,
Fuerte de la Concepcion y del Triunfo (Cotta Fort),Historical,Region X - Northern Mindanao,8000,4.4,62,8.5127767,123.6144255,"Cotta Fort is a Spanish-era fortress, offering a glimpse into colonial history.","fort, historical, heritage, landmark, exhibits","Cagayan de Oro City, Misamis Oriental",Mid-November,
Gaston Park,Tourist,Region X - Northern Mindanao,8000,4.3,"2,075",8.3101171,124.1088559,"Gaston Park is a historic city park with fountains and gardens, serving as a community hub in Cagayan de Oro.","park, gardens, recreation, family-friendly, events","Cagayan de Oro City, Misamis Oriental",Early March,
Kaamulan Park,Parks,Region X - Northern Mindanao,10000,4.5,281,8.1393825,124.5490478,Kaamulan Park celebrates Bukidnon's indigenous culture with open spaces and cultural events.,"park, gardens, recreation, family-friendly, events","Malaybalay City, Bukidnon",Late February,
Kalubihon Cave,Caves,Region X - Northern Mindanao,10000,4.4,62,8.1403248,123.2370611,"Kalubihon Cave is a natural wonder, popular for its cool waters and mysterious chambers.","cave, spelunking, karst, nature, exploration","Barangay Kalubihon, Talakag, Bukidnon",Early August,
Kalubihon Falls,Waterfalls,Region X - Northern Mindanao,8000,4.6,20,8.1793462,123.8058075,"Kalubihon Falls is a tranquil spot, surrounded by lush vegetation and inviting pools.","waterfall, nature, scenic, hiking, swimming","Barangay Kalubihon, Talakag, Bukidnon",First week of July,
Kolambugan Beach,Beaches,Region X - Northern Mindanao,8000,3.6,25,8.1961698,123.7389778,"Kolambugan Beach is a quiet coastal retreat, perfect for unwinding and enjoying the sea breeze.","beach, coastal, sand, swimming, relaxation","Kolambugan, Lanao del Norte",Early August,
La Castilla,Cultural,Region X - Northern Mindanao,10000,4.3,11,8.7581125,123.901377,"La Castilla is a heritage house museum, showcasing local history and artifacts.","cultural, heritage, architecture, historic, landmark","Cagayan de Oro City, Misamis Oriental",First week of July,
Labanan sa Burol ng Makahambus Historical Marker,Historical,Region X - Northern Mindanao,8000,5,2,8.6564259,122.1993775,This marker commemorates a significant battle in Philippine history.,"historical, memorial, marker, heritage, landmark","Barangay Macahambus, Cagayan de Oro City, Misamis Oriental",Mid-December,
Lake Apo,Lakes,Region X - Northern Mindanao,10000,4.5,11,8.403091,123.8135168,"Lake Apo is a crater lake surrounded by rolling hills, ideal for boating and picnics.","lake, freshwater, nature, scenic, recreation","Valencia City, Bukidnon",Early October,
Lake Duminagat,Lakes,Region X - Northern Mindanao,10000,4.2,92,8.403091,123.8135168,"Lake Duminagat is a serene spot, surrounded by lush forests and wildlife.","lake, freshwater, nature, recreation, birdwatching","Dumanig, Surigao del Norte (Note: Also known as Lake Duminagat in Surigao; sometimes confused with Lake Duminagat in Misamis Oriental — listed as Surigao del Norte)",Late October,
Lake Napalit,Lakes,Region X - Northern Mindanao,10000,4.5,120,8.403091,123.8135168,"Lake Napalit is a tranquil lake, perfect for fishing and nature walks.","lake, freshwater, nature, scenic, biodiversity","Barangay Napalit, Talakag, Bukidnon",Mid-October,
Lake Pinamalay,Lakes,Region X - Northern Mindanao,10000,4.2,166,8.403091,123.8135168,Lake Pinamalay offers calm waters and picturesque scenery.,"lake, freshwater, nature, serene, recreation","Barangay Pinamalay, Talakag, Bukidnon",Mid-November,
Lake Talao,Lakes,Region X - Northern Mindanao,10000,4.2,35,8.6564259,122.1993775,"Lake Talao is a peaceful lake, surrounded by greenery and wildlife.","lake, freshwater, nature, scenic, recreation","Barangay Talao, Talakag, Bukidnon",Early December,
Limunsudan Falls,Waterfalls,Region X - Northern Mindanao,8000,4.4,76,8.1793462,123.8058075,"Limunsudan Falls is one of the tallest waterfalls in the country, set in a remote forest.","waterfall, nature, scenic, hiking, swimming","Barangay Limunsudan, Talakag, Bukidnon",Late July,
Macahambus Cave,Historical,Region X - Northern Mindanao,8000,4.2,166,8.5127767,123.6144255,"Macahambus Cave is a historic site, known for its role in the Philippine-American War.","cave, spelunking, nature, history, exploration","Barangay Macahambus, Cagayan de Oro City, Misamis Oriental",Late October,
Macaraeg-Macapagal Ancestral House,Historical,Region X - Northern Mindanao,8000,4.2,92,8.5127767,123.6144255,This ancestral house preserves the legacy of two Philippine presidents in a historic setting.,"historical, house, heritage, museum, exhibits","Cagayan de Oro City, Misamis Oriental",Mid-October,
Matigol Falls,Waterfalls,Region X - Northern Mindanao,8000,4.6,122,8.1793462,123.8058075,"Matigol Falls features a dramatic drop and serene pools, ideal for relaxation.","waterfall, nature, scenic, hiking, swimming","Barangay Matigol, Talakag, Bukidnon",Late June,
Memorial Shrine Of Flight 387,Historical,Region X - Northern Mindanao,8000,4.3,351,8.5127767,123.6144255,"This shrine commemorates the tragic crash of Flight 387, honoring the memory of its passengers.","historical, memorial, monument, history, remembrance","Cagayan de Oro City, Misamis Oriental",Early November,
Miabo Cave & Refreshment Pool,Caves,Region X - Northern Mindanao,10000,4.4,349,8.2529242,123.9726039,"This cave features an underground pool, perfect for adventurous visitors.","cave, pool, nature, swimming, relaxation","Barangay Miabo, Talakag, Bukidnon",Mid-August,
Mimbalot Falls,Waterfalls,Region X - Northern Mindanao,8000,4.4,288,8.1793462,123.8058075,"Mimbalot Falls is a multi-tiered cascade, popular for its natural beauty and cool waters.","waterfall, nature, scenic, hiking, swimming","Barangay Mimbalot, Talakag, Bukidnon",Early July,
Misamis Oriental Cultural Heritage Monument,Cultural,Region X - Northern Mindanao,10000,4,57,8.7581125,123.901377,This monument celebrates the region's cultural legacy and history.,"landmark, cultural, heritage, monument, historic","Cagayan de Oro City, Misamis Oriental",Early July,
Mount Balatukan,Mountains,Region X - Northern Mindanao,8000,4.8,13,8.1180337,123.9362561,Mount Balatukan is a prominent peak with lush forests and diverse wildlife.,"mountain, peak, hiking, viewpoint, nature","Barangay Balatukan, Gingoog City, Misamis Oriental",Late May,
Mount Balatukan Range National Park,Natural,Region X - Northern Mindanao,10000,4.3,101,8.2875536,122.4204738,This national park features rugged mountains and diverse wildlife.,"nature-park, mountain, trails, conservation, viewpoint","Gingoog City, Misamis Oriental",Early June,
Mount Capistrano,Mountains,Region X - Northern Mindanao,8000,4.6,37,8.1180337,123.9362561,Mount Capistrano is a limestone peak with scenic trails and breathtaking summit vistas.,"mountain, hiking, viewpoint, nature, rock formation","Barangay Capistrano, Gingoog City, Misamis Oriental",Early April,
Mount Dulang-Dulang,Mountains,Region X - Northern Mindanao,8000,4.9,43,8.1180337,123.9362561,"Mount Dulang-Dulang is Mindanao's second highest peak, attracting serious mountaineers and nature lovers.","mountain, peak, hiking, nature, adventure","Kitanglad Mountain Range, Bukidnon",Mid-April,
Mount Kalatungan,Mountains,Region X - Northern Mindanao,8000,4.6,37,8.1180337,123.9362561,Kalatungan Mountains are known for their biodiversity and challenging hiking routes.,"mountain, range, hiking, nature, viewpoint",Bukidnon (bordering Agusan del Sur),First week of May,
Mount Kalatungan Range National Park,Natural,Region X - Northern Mindanao,10000,4.4,59,10.8181776,120.6727006,Mount Kalatungan Range National Park offers scenic landscapes and rich flora and fauna.,"nature-park, mountain, conservation, biodiversity, hiking",Bukidnon,Mid-May,
Mount Kitanglad Range Natural Park,Parks,Region X - Northern Mindanao,10000,4.7,60,8.1393825,124.5490478,"Mount Kitanglad Range Natural Park is a biodiversity hotspot, ideal for trekking and wildlife spotting.","nature-park, mountain, hiking, trails, conservation",Bukidnon,Mid-February,
Mount Malindang Range Natural Park,Natural,Region X - Northern Mindanao,10000,4.5,691,10.8181776,120.6727006,"This park is a haven for biodiversity, with forests, waterfalls, and hiking trails.","nature-park, mountain, biodiversity, conservation, trails",Misamis Occidental,First week of May,
Mount Mangabon,Mountains,Region X - Northern Mindanao,8000,3.6,39,8.1180337,123.9362561,"Mount Mangabon is a quiet mountain retreat, ideal for solitude and reflection.","mountain, hiking, nature, remote, adventure","Barangay Mangabon, Talakag, Bukidnon",Early May,
Museum of Three Cultures,Museums,Region X - Northern Mindanao,10000,4.4,285,10.8181776,120.6727006,"The Museum of Three Cultures displays artifacts from Mindanao's Christian, Muslim, and Lumad communities.","museum, culture, history, exhibits, heritage","Cagayan de Oro City, Misamis Oriental",Late March,
National Museum of the Philippines - Davao,Museums,Region X - Northern Mindanao,10000,4.7,460,8.1393825,124.5490478,This museum highlights Davao's cultural and historical heritage.,"museum, national, history, culture, exhibits","Davao City, Davao del Sur",Mid-March,
Nunungan Mountains,Mountains,Region X - Northern Mindanao,8000,4,1,8.1180337,123.9362561,Nunungan Mountains offer scenic views and peaceful trails for outdoor enthusiasts.,"mountain, hiking, nature, remote, adventure","Barangay Nunungan, Talakag, Bukidnon",Mid-May,
Pajo Beach,Beaches,Region X - Northern Mindanao,8000,3,3,8.1961698,123.7389778,"Pajo Beach is a simple beach destination, great for solitude and relaxation.","beach, sand, swimming, quiet, nature","Barangay Pajo, Tagoloan, Misamis Oriental",Late August,
Palaopao Mountains,Mountains,Region X - Northern Mindanao,8000,4.7,10,8.1180337,123.9362561,"The Palaopao Mountains are a rugged range, perfect for trekking and birdwatching.","mountain, range, hiking, nature, viewpoint","Barangay Palaopao, Talakag, Bukidnon",Late April,
Panimahawa Ridge,Tourist,Region X - Northern Mindanao,8000,4.8,202,8.3101171,124.1088559,"Panimahawa Ridge is a popular trekking spot, known for its dramatic landscapes and sea of clouds at dawn.","mountain, ridge, hiking, viewpoint, nature","Barangay Panimahawa, Talakag, Bukidnon",Late February,
Poldo Falls,Waterfalls,Region X - Northern Mindanao,8000,5,14,8.1793462,123.8058075,"Poldo Falls is a pristine waterfall, perfect for swimming and picnics in nature.","waterfall, nature, swimming, scenic, hiking","Barangay Poldo, Talakag, Bukidnon",Mid-June,
Public Beach,Beaches,Region X - Northern Mindanao,8000,4.1,63,8.2366288,123.6265134,"Public Beach is a lively area for swimming, picnics, and community gatherings.","beach, sandbar, swimming, local, nature","Cagayan de Oro City, Misamis Oriental (generic term — assumed to be Oro Bay Public Beach or similar)",Late September,
Pulangi Lake,Lakes,Region X - Northern Mindanao,10000,4.3,351,8.403091,123.8135168,"Pulangi Lake is a scenic reservoir, popular for boating and birdwatching.","lake, reservoir, nature, fishing, scenic","Cotabato River Basin, North Cotabato / Bukidnon border",Early November,
Ruins of the Old Spanish Church of Bonbon,Historical,Region X - Northern Mindanao,8000,4.4,942,8.6564259,122.1993775,"These ruins are remnants of a centuries-old church, reflecting the region's colonial past.","historical, ruins, church, heritage, landmark","Barangay Bonbon, Cagayan de Oro City, Misamis Oriental",Early December,
Sagpulon Falls and Spring,Landmarks,Region X - Northern Mindanao,10000,4.5,"1,582",7.6026263,123.9288336,Sagpulon Falls and Spring is a scenic spot for swimming and nature appreciation.,"waterfall, spring, nature, swimming, scenic","Barangay Sagpulon, Talakag, Bukidnon",Mid-June,
Salawao Caves,Caves,Region X - Northern Mindanao,10000,4.5,13,8.2529242,123.9726039,"Salawao Caves are a network of caverns, ideal for spelunking and nature trips.","cave, spelunking, biodiversity, nature, exploration","Barangay Salawao, Talakag, Bukidnon",Early September,
Saray Beach,Beaches,Region X - Northern Mindanao,8000,4.1,9,8.2366288,123.6265134,Saray Beach is a peaceful spot for beachgoers seeking tranquility.,"beach, sand, snorkeling, swimming, scenic","Barangay Saray, Tagoloan, Misamis Oriental",Mid-September,
Sikyop Underground River Cave,Caves,Region X - Northern Mindanao,10000,4.3,211,8.2529242,123.9726039,Sikyop Cave is known for its subterranean river and fascinating geology.,"submerged-river, cave, spelunking, adventure, unique","Barangay Sikyop, Talakag, Bukidnon",Late August,
Sinulom Falls,Waterfalls,Region X - Northern Mindanao,8000,4.4,349,8.1793462,123.8058075,"Sinulom Falls is a scenic waterfall, known for its powerful flow and picturesque setting.","waterfall, nature, scenic, hiking, swimming","Barangay Sinulom, Talakag, Bukidnon",Mid-July,
Sumalsag Cave,Caves,Region X - Northern Mindanao,10000,4.2,166,8.6601253,123.9704358,Sumalsag Cave offers winding passages and unique rock formations for explorers.,"cave, spelunking, nature, biodiversity, exploration","Barangay Sumalsag, Talakag, Bukidnon",Late July,
Tacub Beach,Beaches,Region X - Northern Mindanao,8000,4.1,25,8.1961698,123.7389778,"Tacub Beach offers soft sands and gentle waves, ideal for family outings.","beach, sand, swimming, scenic, relaxation","Barangay Tacub, Tagoloan, Misamis Oriental",Mid-August,
The Overview Park,Tourist,Region X - Northern Mindanao,8000,4.5,"1,582",8.3101171,124.1088559,"The Overview Park provides sweeping views of Bukidnon's rolling hills and valleys, perfect for sunrise and sunset watchers.","park, viewpoint, picnic, family-friendly, nature","Cagayan de Oro City, Misamis Oriental",Early February,
Tiklas Falls,Natural,Region X - Northern Mindanao,10000,4.6,46,8.2875536,122.4204738,"Tiklas Falls is a popular waterfall, known for its cool waters and lush surroundings.","waterfall, nature, scenic, hiking, swimming","Barangay Tiklas, Talakag, Bukidnon",Late May,
Antag Falls,Waterfalls,Region XI - Davao Region,10000,4.2,471,7.0908922,125.574114,"Antag Falls is a scenic cascade, perfect for swimming and relaxation.","waterfall, nature, scenic, hiking, swimming","Barangay Antag, Davao City, Davao del Sur",Late May,
Bandihan Cave,Caves,Region XI - Davao Region,10000,4.6,728,7.18498,124.8055492,Bandihan Cave offers dramatic chambers and unique rock features.,"cave, spelunking, biodiversity, nature, exploration","Barangay Bandihan, Davao City, Davao del Sur",Mid-April,
Bonguyan Beach,Beaches,Region XI - Davao Region,10000,4.3,26,6.7839664,125.5180862,"Bonguyan Beach features soft sands and gentle waves, ideal for family outings.","beach, sand, swimming, relaxation, coastal","Bonguyan, Davao City, Davao del Sur",Mid-July,
Chinatown Arch,Landmarks,Region XI - Davao Region,10000,4.4,488,7.0791656,125.299776,The Chinatown Arch marks the entrance to Davao's bustling Chinatown district.,"arch, gateway, cultural, landmark, photo-spot","Chinatown District, Davao City, Davao del Sur",Late January,
Combilan Cave,Caves,Region XI - Davao Region,10000,4.5,592,6.9441372,125.9435155,Combilan Cave invites explorers to discover its winding passages and underground streams.,"cave, spelunking, nature, exploration, adventure","Barangay Combilan, Davao City, Davao del Sur",Early March,
Crocodile Park Picnic Grounds,Parks,Region XI - Davao Region,10000,4.6,22,6.9703721,125.1360979,These picnic grounds provide a fun setting for outdoor meals and gatherings.,"park, picnic, wildlife, family-friendly, recreation","Davao Riverfront, Davao City, Davao del Sur",Mid-November,
Cuaco Beach,Beaches,Region XI - Davao Region,10000,3.8,226,6.7839664,125.5180862,"Cuaco Beach is a quiet stretch of sand, great for unwinding by the sea.","beach, sand, swimming, local, nature","Barangay Cuaco, Davao City, Davao del Sur",First week of July,
Dahican Beach,Beaches,Region XI - Davao Region,10000,3.8,105,6.7839664,125.5180862,Dahican Beach is famous for its long shoreline and surfing opportunities.,"beach, surfing, turtle-nesting, sand, marine","Dahican, Mati City, Davao Oriental",Late July,
Davao Museum of History and Ethnography,Historical,Region XI - Davao Region,10000,4.1,689,6.9703721,125.1360979,The museum showcases Davao's diverse cultures and historical artifacts.,"museum, ethnography, culture, history, exhibits","Davao City, Davao del Sur (located at People’s Park or formerly at Museo Dabawenyo)",Late September,
Davao Riverfront Crocodile Park & Zoo,Tourist,Region XI - Davao Region,10000,4.4,"3,887",6.9876699,124.6593704,"This park and zoo showcase crocodiles and other wildlife, providing fun and educational experiences.","zoo, crocodile, wildlife, family-friendly, attraction","Davao Riverfront, Davao City, Davao del Sur",Late February,
Dayang Beach Resort,Beaches,Region XI - Davao Region,10000,3.7,58,6.7839664,125.5180862,Dayang Beach Resort offers beachfront accommodations and a laid-back vibe.,"resort, beach, family-friendly, swimming, relaxation","Dayang, Davao City, Davao del Sur",Early August,
Eden Nature Park & Resort,Parks,Region XI - Davao Region,10000,4.5,"5,250",7.2385218,125.5105512,"Eden Nature Park & Resort is a mountain retreat with gardens, trails, and adventure activities.","nature-park, resort, hiking, gardens, family-friendly","Buhangin, Davao City, Davao del Sur",Late November,
Epol Falls,Waterfalls,Region XI - Davao Region,10000,4.3,153,7.0908922,125.574114,"Epol Falls is a tranquil spot, popular for its cool waters and peaceful setting.","waterfall, nature, hiking, scenic, swimming","Barangay Epol, Davao City, Davao del Sur",Mid-May,
Forest Lake - Maa,Lakes,Region XI - Davao Region,10000,4.4,488,7.3427704,125.4924946,"Maa is a green oasis, perfect for nature walks and picnics.","lake, forest, freshwater, nature, recreation","Maa, Davao City, Davao del Sur",Mid-August,
Hagimit Falls,Tourist,Region XI - Davao Region,10000,4.2,471,6.9876699,124.6593704,"Hagimit Falls features multiple cascades and natural pools, ideal for swimming and picnics.","waterfall, picnic, swimming, nature, scenic","Barangay Hagimit, Davao City, Davao del Sur",Late March,
Hidden Paradise Beach,Beaches,Region XI - Davao Region,10000,4.6,36,7.4533962,124.6275368,"Hidden Paradise Beach is a secluded coastal spot, perfect for relaxation.","beach, pristine, snorkeling, swimming, scenic","Barangay Hidden Paradise, Davao City, Davao del Sur",Early July,
